EpisodeReward,RawReward,Avg50Reward
35.86229508196697,-27.86885245901668,35.86229508196697
33.414141414141156,-29.292929292929582,34.63821824805406
39.368421052631724,-26.3157894736842,36.21495251624662
18.98227848101261,-36.70886075949378,31.906784007438116
34.372881355932286,-28.81355932203395,32.40000347713695
30.8405063291138,-30.37974683544323,32.14008728579976
1.6896174863384452,-45.35519125683097,27.790020171591
18.126126126125875,-36.9369369369372,26.58203341590786
45.284671532846914,-23.35766423357662,28.660104317789976
22.2701298701297,-35.06493506493531,28.02110687302395
43.079136690647644,-24.46043165467623,29.390018674626106
34.45714285714293,-28.571428571428612,29.81227902316917
33.245070422535335,-29.5774647887325,30.076339900043493
29.000716845878202,-31.89964157706096,29.999509681888828
52.77216117216091,-19.413919413919164,31.517686447906964
30.157894736842152,-30.921052631579073,31.432699465965413
31.288888888888764,-30.555555555555557,31.424240020255024
23.163898916967437,-35.01805054151628,30.96533218118349
0.06315789473666555,-47.36842105263182,29.33890195558103
-11.610035842294202,-53.4050179211473,27.291455065687266
22.270129870129196,-35.06493506493556,27.052344342089263
-40.9162629757788,-68.85813148788957,23.96286219127708
-18.685714285714834,-57.142857142857736,22.108576257494825
-10.923905723906099,-52.86195286195326,20.732222841603114
-40.107936507936785,-68.25396825396857,18.298616467621518
-64.96296296296255,-81.48148148148108,15.09624802798367
-55.733333333333135,-76.66666666666652,12.472930199786752
-28.91467576791872,-62.4573378839597,10.994801415225842
-46.26289752650193,-71.73144876325108,9.020398003442127
-46.26289752650194,-71.73144876325108,7.1776214857773235
-55.88837209302306,-76.74418604651147,5.143234596138601
-56.71698113207526,-77.35849056603756,3.2101028546319186
-65.07692307692265,-81.53846153846114,1.1407990385242042
-66.99792387543204,-82.6989619377158,-0.863281047180391
-64.49999999999959,-81.24999999999962,-2.6814730172609393
-67.92996632996582,-83.16498316498267,-4.4939311648360745
-65.10364963503605,-81.75182481751783,-6.132031664030668
-67.23573883161461,-82.81786941580708,-7.740023957914457
-65.2363636363632,-81.8181818181814,-9.214289077874682
-55.57725752508343,-76.58862876254167,-10.373363289054899
-54.618430034129545,-76.10921501706474,-11.452511258446965
-62.526315789473315,-80.26315789473651,-12.6685542234714
-59.59717314487606,-78.79858657243793,-13.75991745420174
-66.01281138789989,-82.20640569394973,-14.947483225422154
-45.87515923566897,-71.3375796178346,-15.63476491453875
-53.44895104895092,-75.52447552447543,-16.456812439199883
19.994052044609184,-36.80297397769563,-15.681262131033735
14.093023255813112,-38.953488372093766,-15.060964518807758
-56.64836601307168,-77.12418300653577,-15.909686998282533
0.666666666666039,-46.666666666667304,-15.578159924983561
-48.00547945205484,-72.60273972602748,-17.255515415663996
30.98181818181743,-30.909090909091628,-17.30416188031047
-51.68178913738012,-74.44089456869007,-19.12516608411071
-32.678014184397824,-64.53900709219926,-20.15837193741892
-32.33876221498433,-64.16938110749253,-21.49260480883725
61.354838709676095,-15.32258064516205,-20.882318161226003
-26.80701754386009,-61.40350877193031,-21.452250861829974
35.657142857141764,-28.571428571429326,-21.101630527209657
19.490196078430607,-37.25490196078492,-21.617520036297982
6.933333333333213,-43.33333333333353,-21.924255967033915
-8.314186851211343,-51.5570934256059,-22.952122437871093
9.342528735631717,-42.52873563218441,-23.454414720301315
30.15789473684123,-30.92105263157958,-23.516158234015197
12.481118881118721,-40.55944055944078,-23.846550193310385
27.92233009708721,-32.038834951456536,-24.343546814811862
41.46619217081858,-25.26690391459076,-24.11738086613233
29.1,-31.25000000000005,-24.161158643910106
34.85714285714275,-28.57142857142872,-23.9272937651066
7.603625377643155,-42.598187311178684,-23.776484415448472
160.56231884057902,37.6811594202893,-20.33303732179101
20.859574468084947,-36.17021276595764,-20.361248429831893
14.005369127516456,-39.59731543624201,-19.262815787765987
-3.763578274760725,-48.88178913738064,-18.964373067546905
9.640955631399137,-41.97952218430062,-18.553075840440798
-2.258823529412126,-48.52941176470631,-17.79609358087031
102.94045801526693,6.870229007633805,-14.43802516130572
60.674698795180674,-15.662650602409546,-12.109864518735444
29.049056603773348,-32.07547169811352,-10.950589871301602
6.764668769715598,-43.217665615142515,-9.890038545377251
5.001242236024453,-44.099378881988045,-8.864755750126722
